1597246228.494678|26.120.121.242|443|162.67.238.164|38409|TCP|40
1597246228.495144|146.55.91.192|443|146.55.105.93|61970|TCP|40
1597246228.495568|199.192.105.231|443|180.120.246.52|4893|TCP|40
1597246228.495998|146.55.91.233|443|146.55.105.93|8088|TCP|40
1597246228.496435|35.81.36.252|443|45.170.72.158|45425|TCP|40
1597246228.496863|203.77.48.234|443|45.87.160.224|51215|TCP|40
1597246228.497293|117.157.147.229|49396|175.84.134.90|45657|UDP|28
1597246228.497717|199.192.105.231|443|180.120.246.52|4893|TCP|40
1597246228.498204|199.192.105.231|443|180.120.246.52|4893|TCP|40
1597246228.498676|223.239.74.34|6881|173.249.37.99|58324|UDP|28
1597246228.499045|30.220.161.87|443|146.55.105.99|56154|TCP|40
1597246228.499471|91.71.4.161|80|171.199.191.51|49818|TCP|40
1597246228.499897|213.13.166.60|443|175.73.180.41|51365|TCP|40
1597246228.500321|178.22.254.74|443|161.80.83.183|50347|TCP|40
1597246228.50075|164.172.239.127|53|158.48.141.210|38700|UDP|28
1597246228.501115|13.95.213.38|443|199.124.196.49|12817|TCP|40
1597246228.501606|128.55.250.208|59495|136.34.95.235|60557|UDP|28
1597246228.502444|13.95.213.38|443|199.124.196.49|12817|TCP|40
1597246228.504499|89.28.239.58|45713|173.249.119.133|59415|UDP|28
1597246228.505049|30.220.161.87|443|146.55.105.99|56154|TCP|40
1597246228.505774|91.12.171.106|443|171.176.25.166|38697|TCP|40
1597246228.50626|13.95.213.38|443|199.124.196.49|12817|TCP|40
1597246228.506741|13.95.213.38|443|199.124.196.49|12817|TCP|40
1597246228.507218|124.24.148.185|443|175.84.158.83|62019|TCP|40
1597246228.507917|45.46.231.76|50406|203.24.248.85|2022|UDP|28
1597246228.508332|189.55.242.120|443|146.55.105.98|31156|TCP|40
1597246228.508807|52.100.112.16|443|175.69.90.136|51258|TCP|40
1597246228.509276|94.21.84.159|53|158.48.141.194|61560|UDP|28
1597246228.50969|52.92.253.207|443|175.86.21.37|42970|TCP|40
1597246228.510162|55.8.36.251|443|136.87.70.20|42080|TCP|40
1597246228.510634|169.221.13.230|49847|171.168.25.181|113|TCP|40
1597246228.511106|75.196.96.184|443|175.70.223.239|42756|TCP|40
